user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
460,2024-08-25,Premium,699,3.6,7,1,18,4,Yes
461,2023-04-17,Standard,399,6.8,1,2,34,24,No
462,2024-10-30,Premium,699,0.5,2,2,15,24,No
463,2022-09-28,Basic,199,15.5,9,1,41,87,No
464,2022-05-09,Standard,399,9.4,5,0,46,66,No
465,2023-09-20,Standard,399,11.8,0,3,29,38,Yes
466,2024-11-14,Standard,399,7.1,4,0,15,5,Yes
467,2023-04-16,Basic,199,12.7,2,2,34,40,No
468,2023-05-18,Basic,199,11.0,4,1,33,53,Yes
469,2023-08-08,Premium,699,11.0,7,3,30,51,Yes
470,2024-06-09,Basic,199,11.3,7,4,20,54,Yes
471,2023-11-05,Premium,699,7.9,7,4,27,1,Yes
472,2022-01-22,Premium,699,19.4,5,2,49,80,No
473,2023-10-19,Basic,199,7.8,5,2,28,14,No
474,2022-09-26,Premium,699,15.2,0,4,41,35,Yes
475,2024-10-25,Standard,399,4.5,1,1,16,4,No
476,2023-01-19,Basic,199,5.9,6,2,37,63,No
477,2022-05-02,Basic,199,12.0,0,2,46,50,No
478,2024-04-05,Standard,399,12.1,4,3,22,40,Yes
479,2022-08-25,Standard,399,7.3,7,2,42,31,Yes
480,2023-01-06,Premium,699,11.4,6,1,38,57,Yes
481,2024-05-31,Basic,199,6.3,1,2,20,45,Yes
482,2023-05-09,Premium,699,19.1,3,4,33,23,Yes
483,2023-04-02,Standard,399,13.4,7,2,35,63,Yes
484,2024-04-28,Premium,699,1.2,8,2,22,5,Yes
485,2022-05-30,Basic,199,6.5,9,2,45,9,Yes
486,2024-04-20,Basic,199,14.3,6,1,22,83,No
487,2022-01-30,Standard,399,7.7,7,0,49,74,Yes
488,2024-11-14,Basic,199,11.7,2,3,15,48,Yes
489,2023-11-16,Premium,699,4.6,1,3,27,42,Yes
490,2023-04-28,Basic,199,5.5,4,2,34,16,No
491,2022-10-31,Basic,199,5.1,3,1,40,59,No
492,2023-12-04,Premium,699,17.1,6,3,26,12,Yes
493,2024-09-07,Basic,199,2.8,6,1,17,71,No
494,2022-07-14,Standard,399,14.3,3,3,43,19,Yes
495,2022-10-12,Premium,699,7.7,3,1,40,22,Yes
496,2024-11-19,Premium,699,6.5,2,1,15,13,No
497,2023-11-23,Basic,199,8.4,6,2,27,19,No
498,2022-05-28,Premium,699,13.1,8,3,45,50,Yes
499,2024-09-15,Basic,199,11.2,3,2,17,31,No
500,2022-10-15,Premium,699,0.5,1,2,40,10,No
501,2022-05-24,Standard,399,9.4,7,0,45,11,Yes
502,2023-08-30,Premium,699,10.2,0,0,30,75,No
503,2023-09-10,Basic,199,12.3,3,3,29,19,Yes
504,2022-01-12,Premium,699,16.5,2,1,50,27,No
505,2022-01-30,Standard,399,5.0,9,3,49,42,Yes
506,2023-02-25,Basic,199,8.3,5,4,36,22,Yes
507,2022-01-12,Premium,699,7.9,8,1,50,48,Yes
508,2024-07-11,Standard,399,0.5,1,0,19,78,No
509,2022-05-05,Standard,399,9.7,4,1,46,88,No
510,2022-02-05,Standard,399,9.0,3,4,49,56,Yes
511,2022-07-14,Premium,699,14.2,4,3,43,21,Yes
512,2024-06-30,Standard,399,6.0,0,4,20,87,Yes
513,2023-11-12,Basic,199,9.6,4,4,27,27,Yes
514,2024-05-14,Basic,199,0.5,4,2,21,17,Yes
515,2024-03-10,Basic,199,13.0,5,0,23,22,No
516,2022-03-13,Basic,199,23.8,6,0,48,84,Yes
517,2022-02-23,Premium,699,16.4,9,4,48,1,Yes
518,2022-05-11,Basic,199,11.7,2,4,46,76,No
519,2024-09-13,Standard,399,4.1,8,3,17,52,Yes
520,2024-05-07,Basic,199,12.2,2,1,21,23,No
521,2022-07-30,Basic,199,6.2,9,1,43,27,Yes
522,2024-01-12,Basic,199,9.8,0,1,25,65,No
523,2023-01-11,Basic,199,6.5,2,4,37,37,Yes
524,2022-04-28,Premium,699,15.8,5,0,46,4,No
525,2023-03-05,Standard,399,11.1,8,1,36,25,Yes
526,2024-03-08,Basic,199,5.1,0,2,23,80,No
527,2023-09-14,Premium,699,8.9,9,2,29,47,Yes
528,2022-08-05,Standard,399,14.8,9,0,43,82,Yes
529,2024-01-12,Standard,399,8.0,4,3,25,34,Yes
530,2022-03-12,Basic,199,13.7,1,0,48,61,No
531,2024-01-26,Premium,699,10.6,8,1,25,28,Yes
532,2022-09-17,Standard,399,6.0,4,0,41,39,No
533,2023-06-26,Standard,399,9.8,3,1,32,53,No
534,2023-08-22,Basic,199,5.8,9,4,30,6,Yes
535,2023-08-30,Standard,399,12.6,6,0,30,21,Yes
536,2022-09-28,Standard,399,16.4,1,3,41,44,No
537,2022-12-30,Basic,199,11.6,0,1,38,88,No
538,2024-11-14,Standard,399,16.0,6,0,15,85,No
539,2022-08-12,Standard,399,12.9,8,1,42,45,Yes
540,2024-06-08,Basic,199,3.6,6,4,20,3,Yes
541,2023-09-15,Basic,199,8.3,9,3,29,47,Yes
542,2022-01-09,Standard,399,12.9,4,0,50,71,Yes
543,2022-04-23,Basic,199,7.9,7,0,46,89,Yes
544,2024-07-25,Premium,699,10.7,3,0,19,23,No
545,2023-10-20,Premium,699,5.2,2,2,28,32,No
546,2023-04-26,Basic,199,12.5,3,0,34,67,No
547,2023-08-29,Premium,699,3.6,3,1,30,82,No
548,2023-08-11,Standard,399,9.8,1,0,30,55,No
549,2024-01-20,Basic,199,21.5,6,2,25,82,No
550,2024-07-03,Standard,399,9.1,3,4,19,49,Yes
551,2022-10-21,Standard,399,12.5,5,3,40,35,Yes
552,2022-03-26,Premium,699,0.5,9,4,47,25,Yes
553,2024-07-07,Standard,399,13.3,1,0,19,21,No
554,2023-11-11,Standard,399,10.7,2,1,27,7,No
555,2023-10-11,Basic,199,7.3,4,1,28,40,No
556,2022-04-11,Basic,199,17.6,5,4,47,17,Yes
557,2024-10-17,Premium,699,13.2,6,4,16,24,Yes
558,2024-11-24,Basic,199,10.6,0,3,15,25,Yes
559,2022-08-09,Premium,699,8.5,5,2,43,73,Yes
560,2024-05-21,Basic,199,16.6,6,1,21,34,No
561,2024-12-29,Standard,399,6.4,6,1,13,10,Yes
562,2023-01-16,Basic,199,11.0,8,3,37,63,Yes
563,2022-05-23,Basic,199,21.5,1,1,45,13,No
564,2022-03-08,Basic,199,2.6,8,4,48,11,Yes
565,2023-07-03,Standard,399,13.9,3,1,32,56,No
566,2022-06-28,Premium,699,6.0,4,0,44,31,No
567,2023-10-27,Basic,199,12.7,9,2,28,58,Yes
568,2024-08-13,Standard,399,18.1,2,0,18,68,No
569,2022-09-27,Premium,699,2.5,8,2,41,72,Yes
570,2022-06-22,Standard,399,4.2,6,2,44,10,Yes
571,2022-08-03,Standard,399,7.9,6,0,43,46,No
572,2024-06-17,Basic,199,14.4,5,4,20,78,Yes
573,2024-04-06,Basic,199,14.1,8,4,22,1,Yes
574,2023-01-22,Standard,399,7.9,5,4,37,7,No
575,2024-04-22,Basic,199,15.5,3,4,22,59,No
576,2023-01-07,Premium,699,17.1,2,3,38,14,Yes
577,2023-10-25,Standard,399,2.2,1,2,28,15,Yes
578,2023-12-03,Standard,399,14.5,8,1,26,88,No
579,2024-02-20,Premium,699,9.7,8,4,24,82,Yes
580,2023-07-04,Standard,399,11.1,7,2,32,54,No
581,2022-12-06,Standard,399,17.0,2,4,39,16,Yes
582,2023-08-20,Basic,199,8.1,6,1,30,6,No
583,2023-03-24,Basic,199,7.7,7,0,35,69,Yes
584,2023-11-05,Standard,399,9.2,6,4,27,38,Yes
585,2023-05-28,Basic,199,10.2,1,2,33,43,No
586,2022-08-16,Basic,199,4.8,5,1,42,87,No
587,2024-11-07,Standard,399,18.3,6,4,15,42,Yes
588,2024-05-15,Basic,199,8.3,9,3,21,67,Yes
589,2022-07-12,Basic,199,8.8,1,2,43,29,No
590,2023-11-22,Basic,199,14.6,5,3,27,88,No
591,2022-03-24,Basic,199,6.6,2,4,47,22,Yes
592,2022-04-22,Standard,399,9.4,1,1,46,17,No
593,2023-07-23,Premium,699,12.4,5,4,31,65,Yes
594,2022-03-02,Basic,199,7.7,5,1,48,80,No
595,2023-06-19,Standard,399,10.3,1,4,32,68,Yes
596,2023-03-10,Standard,399,11.2,0,4,35,12,Yes
597,2023-05-16,Basic,199,16.6,5,4,33,23,Yes
598,2024-09-01,Premium,699,7.8,3,4,17,55,Yes
599,2024-04-27,Premium,699,9.8,9,2,22,79,Yes
600,2023-08-06,Standard,399,10.9,2,1,30,32,No
601,2022-09-27,Premium,699,12.7,9,1,41,30,Yes
602,2022-02-25,Basic,199,11.1,8,2,48,28,No
603,2022-04-24,Basic,199,8.4,6,3,46,22,No
604,2022-06-25,Standard,399,14.0,4,0,44,45,Yes
605,2023-12-29,Standard,399,4.7,8,3,26,81,Yes
606,2023-10-23,Standard,399,9.8,1,4,28,24,Yes
607,2023-07-11,Basic,199,4.5,0,4,31,4,Yes
608,2022-09-22,Premium,699,2.6,4,2,41,52,No
609,2022-12-04,Basic,199,7.8,0,1,39,19,No
610,2024-04-10,Premium,699,12.3,2,2,22,49,No
611,2024-12-05,Premium,699,13.9,5,0,14,49,Yes
612,2023-05-02,Basic,199,13.1,5,3,34,80,Yes
613,2023-06-22,Standard,399,9.6,2,3,32,68,Yes
614,2023-12-31,Standard,399,8.5,0,4,26,78,Yes
615,2024-09-22,Basic,199,3.1,0,3,17,2,Yes
616,2022-03-19,Standard,399,4.1,2,1,47,44,Yes
617,2022-10-05,Premium,699,2.2,7,2,41,6,Yes
618,2024-12-28,Basic,199,15.1,2,1,13,69,No
619,2022-04-03,Standard,399,10.8,7,4,47,11,Yes
620,2024-11-03,Basic,199,0.8,9,3,15,38,Yes
621,2024-08-20,Standard,399,11.6,6,3,18,42,Yes
622,2022-07-16,Premium,699,0.6,2,1,43,12,No
623,2022-11-03,Basic,199,7.8,8,1,40,8,Yes
624,2024-10-28,Premium,699,9.9,3,4,16,76,Yes
625,2022-08-24,Premium,699,12.8,7,0,42,1,No
626,2023-01-13,Basic,199,9.0,5,0,37,51,No
627,2023-12-13,Basic,199,4.9,8,0,26,59,Yes
628,2022-10-10,Premium,699,7.4,9,0,40,52,Yes
629,2022-02-26,Premium,699,15.9,1,0,48,84,No
630,2022-03-29,Basic,199,8.9,7,4,47,30,Yes
631,2024-07-31,Premium,699,10.7,9,2,18,82,Yes
632,2024-04-12,Basic,199,0.9,7,1,22,53,Yes
633,2024-11-02,Basic,199,4.7,7,2,15,58,Yes
634,2023-08-12,Premium,699,6.5,4,3,30,2,No
635,2024-07-24,Basic,199,13.9,4,4,19,5,Yes
636,2023-10-17,Basic,199,13.2,9,3,28,32,Yes
637,2024-06-18,Basic,199,12.8,4,4,20,85,Yes
638,2023-10-25,Basic,199,3.4,3,4,28,25,Yes
639,2023-06-08,Basic,199,18.5,7,2,32,69,Yes
640,2023-07-24,Standard,399,3.9,9,3,31,53,Yes
641,2023-01-12,Premium,699,6.2,2,2,37,10,No
642,2024-03-14,Standard,399,4.7,8,3,23,36,No
643,2024-12-22,Standard,399,3.6,3,4,14,41,Yes
644,2024-12-28,Premium,699,14.4,1,1,13,1,No
645,2024-05-08,Basic,199,11.1,5,1,21,49,No
646,2022-02-28,Basic,199,15.3,8,3,48,71,Yes
647,2023-07-14,Standard,399,10.3,7,0,31,80,Yes
648,2023-04-23,Premium,699,0.5,3,2,34,86,No
649,2024-03-27,Premium,699,13.1,9,4,23,84,Yes
650,2024-10-06,Basic,199,11.9,4,4,16,19,Yes
651,2024-03-30,Basic,199,15.7,6,1,23,42,Yes
652,2023-11-22,Standard,399,7.8,4,0,27,78,Yes
653,2022-03-10,Basic,199,13.4,2,3,48,50,No
654,2022-04-05,Standard,399,9.3,5,0,47,1,No
655,2022-03-21,Premium,699,10.1,3,0,47,28,No
656,2024-12-16,Basic,199,12.8,2,0,14,65,No
657,2023-07-06,Basic,199,9.0,5,4,32,55,Yes
658,2023-01-08,Standard,399,4.1,0,0,37,81,No
659,2023-12-04,Standard,399,12.9,8,0,26,27,Yes
660,2023-02-27,Standard,399,10.7,1,4,36,71,Yes
661,2022-07-23,Premium,699,7.4,4,1,43,42,No
662,2022-12-10,Basic,199,8.5,2,0,38,1,No
663,2024-07-08,Premium,699,10.9,2,4,19,76,Yes
664,2023-01-14,Basic,199,0.5,6,3,37,86,Yes
665,2023-11-10,Premium,699,8.2,7,1,27,71,Yes
666,2023-12-14,Standard,399,12.6,7,2,26,35,Yes
667,2024-08-17,Premium,699,0.6,5,3,18,38,Yes
668,2022-05-20,Standard,399,7.0,9,4,45,50,Yes
669,2023-04-08,Premium,699,11.4,3,0,34,34,No
670,2023-02-22,Standard,399,10.2,5,1,36,32,Yes
671,2023-05-24,Premium,699,7.2,6,4,33,66,Yes
672,2022-11-21,Basic,199,4.4,9,0,39,77,No
673,2022-09-16,Premium,699,0.9,5,2,41,56,No
674,2024-04-25,Premium,699,7.4,5,0,22,36,Yes
675,2022-06-29,Standard,399,6.9,9,2,44,55,No
676,2024-11-02,Premium,699,7.4,8,0,15,53,Yes
677,2023-10-02,Basic,199,9.0,4,1,29,11,Yes
678,2022-06-11,Standard,399,1.2,2,2,44,71,No
679,2023-06-16,Basic,199,4.2,8,3,32,71,Yes
680,2024-01-20,Basic,199,5.8,5,1,25,86,No
681,2022-02-18,Basic,199,7.0,4,1,48,38,No
682,2024-04-11,Standard,399,20.5,9,1,22,48,Yes
683,2023-05-29,Standard,399,0.5,4,3,33,53,Yes
684,2023-05-08,Basic,199,20.2,9,1,33,47,No
685,2022-08-12,Standard,399,6.9,8,4,42,54,No
686,2022-03-05,Basic,199,11.7,3,2,48,58,Yes
687,2024-12-05,Standard,399,13.8,2,2,14,31,No
688,2023-08-19,Premium,699,11.8,2,2,30,2,No
689,2023-08-04,Standard,399,9.4,5,4,31,31,Yes
690,2024-04-17,Basic,199,15.7,0,2,22,74,No
691,2022-09-12,Standard,399,5.5,0,4,41,3,Yes
692,2022-05-29,Standard,399,4.3,1,2,45,38,No
693,2023-04-01,Basic,199,11.6,5,4,35,72,Yes
694,2024-12-17,Basic,199,2.1,1,0,14,9,No
695,2024-06-04,Standard,399,12.9,8,4,20,80,Yes
696,2023-05-26,Premium,699,9.4,7,4,33,29,Yes
697,2023-07-08,Standard,399,7.1,9,1,31,25,Yes
698,2023-10-27,Standard,399,4.2,5,4,28,67,Yes
699,2024-10-22,Basic,199,7.7,0,0,16,81,Yes
700,2022-04-15,Premium,699,13.8,2,2,46,88,No
701,2023-03-25,Premium,699,13.3,2,0,35,11,No
702,2023-02-01,Premium,699,6.2,9,2,37,82,Yes
703,2024-11-28,Premium,699,8.9,9,0,14,48,Yes
704,2023-05-13,Premium,699,11.9,4,3,33,32,Yes
705,2022-02-05,Basic,199,16.8,2,2,49,53,Yes
706,2024-07-02,Basic,199,8.2,5,1,19,21,Yes
707,2024-04-01,Basic,199,8.7,2,0,22,78,Yes
708,2024-06-28,Basic,199,3.8,0,2,20,58,Yes
709,2024-01-25,Premium,699,12.5,1,3,25,12,Yes
710,2023-05-21,Standard,399,8.0,9,1,33,43,Yes
711,2022-04-10,Basic,199,8.1,1,0,47,15,No
712,2022-09-17,Standard,399,13.1,1,1,41,57,No
713,2023-09-18,Premium,699,5.5,9,1,29,58,No
714,2023-12-09,Basic,199,11.1,6,0,26,52,No
715,2024-07-15,Premium,699,7.5,0,2,19,30,No
716,2022-09-10,Basic,199,9.1,8,1,41,2,Yes
717,2023-11-06,Basic,199,7.2,5,0,27,44,No
718,2024-09-04,Premium,699,14.2,4,1,17,44,No
719,2024-09-23,Basic,199,4.6,5,2,17,13,No
720,2024-03-21,Premium,699,10.0,9,0,23,42,Yes
721,2023-10-20,Premium,699,6.3,7,1,28,57,Yes
722,2024-04-22,Standard,399,6.7,7,2,22,87,Yes
723,2023-11-13,Standard,399,14.2,0,2,27,83,No
724,2023-06-08,Basic,199,14.2,7,4,32,69,Yes
725,2024-03-01,Basic,199,10.6,4,1,24,16,No
726,2024-01-23,Standard,399,8.7,5,1,25,6,No
727,2024-09-14,Standard,399,9.2,9,1,17,39,No
728,2024-08-03,Standard,399,3.1,8,4,18,85,Yes
729,2024-06-16,Basic,199,8.4,5,0,20,19,No
730,2022-05-13,Basic,199,9.6,2,2,45,68,No
731,2023-12-23,Standard,399,10.1,4,4,26,80,Yes
732,2022-01-29,Standard,399,5.3,2,3,49,42,Yes
733,2024-01-25,Standard,399,14.8,9,4,25,67,Yes
734,2024-05-07,Basic,199,12.6,1,0,21,38,No
735,2023-01-14,Standard,399,17.0,3,3,37,45,Yes
736,2024-08-19,Premium,699,7.6,7,4,18,9,Yes
737,2023-11-04,Basic,199,6.6,2,3,27,60,Yes
738,2024-01-09,Standard,399,2.3,1,4,25,21,No
739,2022-02-07,Standard,399,5.9,8,1,49,70,Yes
740,2024-07-03,Premium,699,11.8,8,0,19,35,Yes
741,2023-11-18,Basic,199,11.4,3,4,27,88,Yes
742,2022-01-16,Standard,399,5.5,1,3,49,76,Yes
743,2023-12-29,Premium,699,9.5,7,1,26,87,Yes
744,2024-03-14,Premium,699,6.0,0,4,23,86,No
745,2023-05-31,Basic,199,5.0,2,1,33,82,No
746,2023-02-05,Standard,399,11.2,6,0,37,81,No
747,2023-08-12,Standard,399,7.2,0,1,30,73,No
748,2024-01-01,Standard,399,15.4,5,2,26,34,Yes
749,2024-05-08,Basic,199,7.1,0,2,21,16,No
750,2022-08-16,Standard,399,12.5,0,0,42,6,No
751,2023-03-13,Basic,199,9.7,5,0,35,55,Yes
752,2023-04-08,Standard,399,8.3,9,0,34,14,Yes
753,2024-09-17,Standard,399,5.1,7,3,17,58,No
754,2022-10-15,Basic,199,5.4,3,1,40,18,No
755,2024-07-04,Standard,399,11.1,4,3,19,63,Yes
756,2023-02-07,Standard,399,18.7,4,4,36,79,Yes
757,2022-09-01,Standard,399,13.4,6,2,42,75,No
758,2023-03-15,Standard,399,9.3,1,1,35,9,No
759,2024-07-23,Standard,399,6.6,5,4,19,60,Yes
760,2024-04-25,Premium,699,12.1,7,0,22,35,Yes
761,2023-05-27,Standard,399,4.8,5,2,33,12,Yes
762,2023-02-11,Basic,199,8.0,0,3,36,14,Yes
763,2024-04-29,Basic,199,10.3,9,2,22,42,Yes
764,2023-09-10,Basic,199,14.9,5,4,29,53,Yes
765,2022-10-13,Premium,699,23.5,9,0,40,37,Yes
766,2022-02-22,Basic,199,14.1,1,3,48,82,Yes
767,2024-05-25,Basic,199,7.9,3,2,21,11,No
768,2023-03-31,Standard,399,4.3,1,1,35,19,No
769,2024-03-26,Standard,399,10.6,6,2,23,74,No
770,2022-08-01,Standard,399,5.7,0,1,43,83,Yes
771,2024-02-09,Premium,699,13.6,1,0,24,2,No
772,2023-12-13,Premium,699,8.6,4,3,26,6,Yes
773,2022-08-23,Premium,699,5.0,4,0,42,8,No
774,2023-03-13,Basic,199,0.5,5,3,35,25,Yes
775,2024-10-28,Basic,199,10.2,5,4,16,40,No
776,2022-11-04,Premium,699,9.1,5,4,40,9,Yes
777,2024-02-17,Basic,199,15.7,0,3,24,57,Yes
778,2024-06-25,Basic,199,15.1,9,0,20,49,Yes
779,2022-08-06,Standard,399,17.3,7,2,43,77,No
780,2024-04-22,Premium,699,7.6,7,0,22,58,Yes
781,2023-07-21,Basic,199,8.6,9,0,31,77,Yes
782,2022-05-21,Basic,199,17.5,1,3,45,60,Yes
783,2024-11-12,Standard,399,13.7,9,2,15,54,Yes
784,2024-04-18,Basic,199,12.7,5,2,22,62,No
785,2023-01-27,Standard,399,17.5,0,1,37,76,No
786,2024-05-30,Standard,399,7.4,1,3,21,16,Yes
787,2024-05-10,Basic,199,14.7,0,0,21,39,No
788,2023-02-06,Premium,699,8.1,5,1,36,43,No
789,2022-07-29,Standard,399,16.5,9,3,43,86,No
790,2022-05-13,Standard,399,7.4,6,0,45,58,No
791,2024-02-27,Basic,199,10.4,1,1,24,75,No
792,2024-11-23,Basic,199,7.9,1,1,15,62,No
793,2023-12-02,Basic,199,7.5,1,0,27,44,No
794,2024-05-01,Premium,699,9.5,1,4,22,59,Yes
795,2022-09-24,Basic,199,11.2,1,3,41,17,Yes
796,2023-08-17,Standard,399,10.4,4,2,30,64,Yes
797,2024-07-02,Standard,399,16.3,0,0,19,12,No
798,2022-02-18,Basic,199,9.9,3,4,48,37,Yes
799,2023-08-28,Standard,399,8.6,2,3,30,57,No
800,2024-09-15,Basic,199,9.9,1,0,17,75,No
801,2024-10-17,Standard,399,7.9,4,1,16,41,No
802,2023-09-07,Basic,199,15.3,2,2,29,29,No
803,2022-06-14,Standard,399,11.2,8,0,44,65,Yes
804,2024-05-18,Basic,199,0.5,3,0,21,52,Yes
805,2023-02-05,Basic,199,5.0,6,4,37,4,Yes
806,2023-08-24,Basic,199,7.2,9,3,30,33,Yes
807,2023-09-24,Standard,399,6.1,7,2,29,89,No
808,2023-07-12,Standard,399,3.0,0,2,31,13,Yes
809,2024-01-21,Premium,699,8.2,2,3,25,28,Yes
810,2023-03-24,Standard,399,21.9,8,0,35,74,No
811,2024-06-05,Premium,699,11.8,4,0,20,6,No
812,2024-05-07,Standard,399,12.5,7,2,21,88,Yes
813,2022-10-29,Standard,399,12.2,9,1,40,39,Yes
814,2022-11-10,Premium,699,7.6,7,0,39,31,Yes
815,2024-03-21,Premium,699,14.9,3,3,23,10,Yes
816,2023-08-17,Basic,199,9.9,3,0,30,88,No
817,2024-04-18,Standard,399,5.9,0,1,22,1,No
818,2022-05-29,Premium,699,8.0,7,3,45,12,Yes
819,2022-01-24,Basic,199,11.3,7,4,49,24,Yes
820,2023-08-10,Premium,699,16.1,2,2,30,43,No
821,2022-02-11,Standard,399,13.0,3,1,48,59,No
822,2024-03-10,Basic,199,0.5,9,1,23,1,Yes
823,2024-01-13,Standard,399,15.5,0,0,25,84,No
824,2024-06-23,Premium,699,8.5,8,1,20,76,Yes
825,2022-08-27,Standard,399,6.2,0,2,42,37,No
826,2022-07-11,Basic,199,5.1,9,4,44,33,Yes
827,2022-07-21,Basic,199,5.1,3,4,43,89,Yes
828,2023-06-24,Basic,199,7.7,2,0,32,10,No
829,2023-03-17,Basic,199,7.1,8,3,35,25,Yes
830,2024-06-11,Standard,399,11.7,0,0,20,51,Yes
831,2024-12-21,Premium,699,12.2,9,3,14,48,Yes
832,2024-03-29,Standard,399,8.5,7,1,23,29,Yes
833,2022-10-04,Standard,399,0.5,3,1,41,87,No
834,2022-12-20,Premium,699,10.2,6,4,38,10,Yes
835,2023-06-24,Standard,399,9.8,0,0,32,13,No
836,2022-11-13,Basic,199,10.6,0,0,39,10,No
837,2023-12-11,Basic,199,9.4,4,0,26,4,No
838,2024-09-08,Standard,399,17.2,6,3,17,74,Yes
839,2022-12-16,Basic,199,7.1,0,4,38,72,Yes
840,2022-05-27,Premium,699,6.9,5,2,45,11,No
841,2022-06-27,Premium,699,3.3,5,3,44,17,Yes
842,2023-10-28,Standard,399,0.5,7,0,28,19,Yes
843,2023-12-30,Standard,399,11.5,2,0,26,77,No
844,2024-04-06,Basic,199,3.7,8,1,22,54,Yes
845,2023-03-15,Basic,199,15.8,5,3,35,45,Yes
846,2022-01-20,Standard,399,10.6,1,0,49,54,Yes
847,2022-09-10,Premium,699,3.4,5,0,41,17,No
848,2022-10-18,Premium,699,14.0,4,2,40,52,No
849,2024-12-06,Standard,399,11.5,4,3,14,84,Yes
850,2022-03-18,Basic,199,11.3,9,1,47,77,Yes
851,2023-06-24,Standard,399,9.9,5,4,32,58,Yes
852,2023-06-29,Basic,199,17.9,0,4,32,62,Yes
853,2022-09-21,Standard,399,9.6,3,2,41,49,No
854,2024-08-12,Standard,399,5.5,1,3,18,23,Yes
855,2024-01-16,Standard,399,6.9,7,0,25,44,No
856,2024-12-25,Premium,699,10.7,5,3,14,33,No
857,2024-12-14,Basic,199,15.0,0,2,14,54,No
858,2023-08-02,Standard,399,8.2,9,0,31,65,Yes
859,2022-02-26,Premium,699,2.1,4,3,48,30,No
860,2023-10-04,Basic,199,4.2,6,2,28,85,No
861,2024-12-11,Basic,199,13.8,1,2,14,9,No
862,2022-07-15,Basic,199,5.8,0,3,43,10,Yes
863,2023-02-06,Premium,699,7.9,4,0,36,11,Yes
864,2023-09-20,Premium,699,13.2,0,0,29,81,No
865,2022-05-27,Standard,399,0.8,1,0,45,2,No
866,2024-05-07,Premium,699,0.5,7,2,21,72,Yes
867,2024-09-14,Basic,199,13.2,3,0,17,81,No
868,2024-02-20,Standard,399,7.1,1,3,24,19,Yes
869,2023-02-15,Basic,199,6.2,9,4,36,82,No
870,2024-08-31,Basic,199,11.9,6,1,17,54,Yes
871,2022-09-10,Basic,199,18.1,6,2,41,43,No
872,2023-01-28,Premium,699,6.9,6,1,37,23,Yes
873,2023-03-18,Standard,399,10.5,5,0,35,57,No
874,2024-04-17,Basic,199,9.1,6,1,22,57,No
875,2023-11-29,Standard,399,6.3,8,2,27,15,Yes
876,2023-02-16,Standard,399,14.3,4,1,36,64,No
877,2023-01-25,Basic,199,13.8,1,1,37,82,No
878,2024-05-09,Standard,399,1.3,9,4,21,13,No
879,2023-06-22,Basic,199,10.5,1,3,32,29,Yes
880,2022-11-26,Premium,699,11.6,8,2,39,2,Yes
881,2023-08-24,Standard,399,14.0,6,2,30,68,No
882,2023-07-22,Premium,699,14.0,9,1,31,78,Yes
883,2022-07-30,Standard,399,16.3,7,1,43,23,Yes
884,2024-04-04,Standard,399,7.5,0,3,22,71,Yes
885,2022-12-31,Basic,199,10.7,0,1,38,43,No
886,2023-06-27,Basic,199,15.6,8,2,32,55,No
887,2024-10-04,Premium,699,10.4,4,2,16,39,Yes
888,2024-01-17,Premium,699,4.8,1,2,25,74,No
889,2023-12-31,Premium,699,7.8,5,0,26,70,No
890,2024-05-08,Basic,199,18.6,1,3,21,78,Yes
891,2024-12-23,Basic,199,9.7,1,0,14,30,No
892,2022-02-07,Premium,699,8.1,8,1,49,77,Yes
893,2024-12-07,Standard,399,10.6,0,3,14,69,Yes
894,2023-05-05,Standard,399,9.7,9,2,34,49,No
895,2023-02-24,Premium,699,17.4,3,1,36,3,No
896,2022-02-15,Standard,399,4.5,9,0,48,80,Yes
897,2024-01-08,Premium,699,13.1,5,3,25,17,Yes
898,2022-08-02,Premium,699,9.6,9,4,43,58,Yes
899,2022-08-25,Standard,399,16.4,6,0,42,75,No
900,2022-04-25,Standard,399,10.2,4,0,46,35,No
901,2022-05-27,Basic,199,11.5,7,3,45,65,Yes
902,2023-04-06,Standard,399,8.8,1,1,35,72,No
903,2022-07-14,Basic,199,3.4,6,0,43,83,Yes
904,2023-08-22,Premium,699,6.4,1,1,30,75,No
905,2024-02-05,Basic,199,19.3,4,2,24,80,No
906,2024-04-20,Standard,399,5.3,1,0,22,12,No
907,2024-09-22,Basic,199,4.1,7,0,17,17,Yes
908,2022-02-21,Standard,399,28.0,1,2,48,52,Yes
909,2024-09-01,Standard,399,5.5,4,3,17,51,Yes
910,2024-09-28,Basic,199,17.9,7,1,16,1,Yes
911,2024-12-26,Basic,199,6.7,0,3,14,61,Yes
912,2023-02-21,Premium,699,6.5,5,2,36,87,No
913,2022-08-01,Standard,399,9.5,5,2,43,29,No
914,2024-12-20,Standard,399,14.8,5,2,14,46,No
915,2022-02-13,Premium,699,3.0,0,3,48,55,Yes
916,2022-03-21,Basic,199,2.4,8,0,47,77,Yes
917,2023-07-18,Basic,199,9.1,6,4,31,13,No
918,2023-12-04,Standard,399,4.5,5,4,26,61,Yes
919,2024-08-22,Standard,399,10.9,4,0,18,69,Yes
920,2024-11-28,Standard,399,0.5,5,1,14,33,No
921,2024-12-21,Premium,699,13.0,0,1,14,73,No
